Date,Time,Source IP,Destination IP,Source Port,Destination Port,Protocol,Action,Duration,Sent Bytes,Received Bytes,Sent Packets,Received Packets,Application,Application Category,Policy Name,Shaping Policy Name,Class
2023-11-09,1900-01-01 19:22:04,7,77,52762,443,0,2,2,402,7183,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:22:04,9,314,46718,6969,1,0,75,44,0,1,0,2,5,0,0,0
2023-11-09,1900-01-01 19:22:09,9,105,28510,443,0,2,2,402,7262,9,12,13,3,0,0,0
2023-11-09,1900-01-01 19:22:10,7,77,52771,443,0,2,2,402,7222,9,11,13,3,0,0,0
2023-11-09,1900-01-01 19:22:10,9,105,28507,443,0,2,4,562,7503,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:11,7,77,52774,443,0,2,2,402,7263,9,12,13,3,0,0,0
2023-11-09,1900-01-01 19:22:11,7,77,52775,443,0,2,2,602,7223,14,11,13,3,0,0,0
2023-11-09,1900-01-01 19:22:11,7,77,52770,443,0,2,3,562,7222,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:22:11,7,77,52772,443,0,2,3,442,7263,10,12,13,3,0,0,0
2023-11-09,1900-01-01 19:22:11,7,77,52777,443,0,2,2,402,7183,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:22:11,7,77,52765,443,0,2,4,562,7503,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:12,7,29,52779,443,0,2,2,2608,1052,13,10,35,1,0,0,1
2023-11-09,1900-01-01 19:22:12,7,77,52769,443,0,2,4,1002,7502,24,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:13,7,77,52776,443,0,2,4,922,7504,22,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:13,7,140,52761,443,0,2,11,1560,23632,20,28,15,3,0,0,1
2023-11-09,1900-01-01 19:22:13,9,105,28516,443,0,2,2,362,7222,8,11,13,3,0,0,0
2023-11-09,1900-01-01 19:22:13,7,77,52773,443,0,2,4,722,7504,17,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:14,9,343,28457,5228,0,3,52,647,990,9,8,14,3,0,0,1
2023-11-09,1900-01-01 19:22:14,9,105,28519,443,0,2,3,562,7222,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:22:14,7,77,52780,443,0,2,4,922,7504,22,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:14,9,105,28522,443,0,2,3,682,7222,16,11,13,3,0,0,0
2023-11-09,1900-01-01 19:22:14,7,77,52783,443,0,2,4,562,7504,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:16,7,77,52778,443,0,1,6,657,7843,14,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:16,9,105,28521,443,0,2,4,722,7504,17,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:16,7,243,52766,443,0,1,8,3118,2369,9,5,25,1,0,0,1
2023-11-09,1900-01-01 19:22:16,7,77,52784,443,0,1,6,577,7609,12,14,13,3,0,0,0
2023-11-09,1900-01-01 19:22:20,7,41,52731,443,0,2,73,373,1565,9,9,18,10,0,0,1
2023-11-09,1900-01-01 19:22:23,6,55,59794,443,0,2,242,781,2600,17,20,7,3,0,0,1
2023-11-09,1900-01-01 19:22:24,7,41,52729,80,0,2,77,293,673,7,7,17,10,0,0,1
2023-11-09,1900-01-01 19:22:25,6,340,59790,443,0,3,280,984,916,14,13,18,10,0,0,1
2023-11-09,1900-01-01 19:22:26,10,290,55665,443,0,3,21,486,580,9,13,18,10,0,0,1
2023-11-09,1900-01-01 19:22:27,10,290,55666,443,0,3,21,1377,860,9,14,18,10,0,0,1
2023-11-09,1900-01-01 19:22:27,7,77,52786,443,0,1,6,577,7841,12,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:30,7,77,52787,443,0,1,6,577,7842,12,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:32,9,297,28538,443,0,2,2,465,4038,9,10,36,9,0,0,0
2023-11-09,1900-01-01 19:22:32,7,77,52788,443,0,1,6,617,7610,13,14,13,3,0,0,0
2023-11-09,1900-01-01 19:22:34,2,154,50993,443,0,3,296,572,1747,12,14,15,3,0,0,1
2023-11-09,1900-01-01 19:22:36,7,77,52790,443,0,1,6,617,7843,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:37,8,38,56246,443,0,2,4,1655,2423,12,9,27,8,0,0,1
2023-11-09,1900-01-01 19:22:37,6,247,59850,443,0,1,16,372,3092,9,4,18,10,0,0,1
2023-11-09,1900-01-01 19:22:37,7,77,52791,443,0,1,6,617,7841,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:41,7,77,52792,443,0,2,4,562,7504,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:41,7,77,52793,443,0,2,2,402,7182,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:22:43,7,77,52795,443,0,2,3,522,7223,12,11,13,3,0,0,0
2023-11-09,1900-01-01 19:22:44,10,49,55667,443,0,2,2,339,4262,8,6,31,4,0,0,0
2023-11-09,1900-01-01 19:22:44,10,49,55669,443,0,2,2,339,4266,8,6,31,4,0,0,0
2023-11-09,1900-01-01 19:22:44,7,77,52796,443,0,2,2,362,7183,8,10,13,3,0,0,0
2023-11-09,1900-01-01 19:22:44,10,357,55651,443,0,2,159,569,1356,12,9,4,4,0,0,1
2023-11-09,1900-01-01 19:22:44,10,49,55668,443,0,2,2,339,4262,8,6,31,4,0,0,0
2023-11-09,1900-01-01 19:22:44,10,49,55670,443,0,2,2,339,4263,8,6,31,4,0,0,0
2023-11-09,1900-01-01 19:22:44,7,77,52794,443,0,2,4,762,7504,18,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:47,9,105,28559,443,0,2,4,562,7503,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:47,7,77,52797,443,0,2,3,562,7222,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:22:48,9,105,28560,443,0,2,4,562,7504,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:49,9,105,28564,443,0,2,2,282,7183,6,10,13,3,0,0,0
2023-11-09,1900-01-01 19:22:51,9,105,28567,443,0,2,2,402,7183,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:22:51,7,77,52800,443,0,2,4,562,7504,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:22:52,6,153,59821,443,0,2,243,1610,2510,19,19,3,6,0,0,1
2023-11-09,1900-01-01 19:22:54,7,77,52805,443,0,2,3,562,7222,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:22:56,7,77,52808,443,0,2,2,402,7263,9,12,13,3,0,0,0
2023-11-09,1900-01-01 19:22:59,7,77,52809,443,0,2,3,522,7222,12,11,13,3,0,0,0
2023-11-09,1900-01-01 19:22:59,7,77,52810,443,0,2,2,402,7183,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:23:00,9,108,28513,5228,0,3,51,815,2442,12,9,14,3,0,0,1
2023-11-09,1900-01-01 19:23:04,7,140,52801,443,0,1,16,372,172,9,4,15,3,0,0,1
2023-11-09,1900-01-01 19:23:04,7,140,52803,443,0,1,16,372,172,9,4,15,3,0,0,1
2023-11-09,1900-01-01 19:23:07,7,77,52813,443,0,2,4,762,7503,18,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:10,7,77,52814,443,0,2,2,402,7222,9,11,13,3,0,0,0
2023-11-09,1900-01-01 19:23:11,9,105,28594,443,0,2,2,402,7183,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:23:11,9,105,28596,443,0,2,2,282,7184,6,10,13,3,0,0,0
2023-11-09,1900-01-01 19:23:11,9,105,28591,443,0,2,2,362,7263,8,12,13,3,0,0,0
2023-11-09,1900-01-01 19:23:11,7,77,52816,443,0,2,2,402,7182,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:23:11,9,105,28595,443,0,2,2,362,7183,8,10,13,3,0,0,0
2023-11-09,1900-01-01 19:23:12,9,105,28605,443,0,2,2,362,7182,8,10,13,3,0,0,0
2023-11-09,1900-01-01 19:23:12,7,77,52817,443,0,2,2,402,7223,9,11,13,3,0,0,0
2023-11-09,1900-01-01 19:23:12,9,105,28606,443,0,2,2,482,7223,11,11,13,3,0,0,0
2023-11-09,1900-01-01 19:23:12,9,105,28599,443,0,2,3,562,7223,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:23:12,9,105,28600,443,0,2,3,522,7222,12,11,13,3,0,0,0
2023-11-09,1900-01-01 19:23:12,9,105,28603,443,0,2,2,402,7264,9,12,13,3,0,0,0
2023-11-09,1900-01-01 19:23:13,7,77,52815,443,0,2,4,562,7544,13,19,13,3,0,0,0
2023-11-09,1900-01-01 19:23:13,9,105,28593,443,0,2,4,722,7503,17,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:13,9,105,28597,443,0,2,4,722,7504,17,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:13,9,105,28598,443,0,2,4,762,7504,18,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:13,9,105,28601,443,0,2,4,482,7504,11,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:13,7,77,52820,443,0,2,2,562,7222,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:23:13,9,105,28592,443,0,2,4,522,7504,12,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:13,6,247,59846,80,0,2,54,412,1026,10,5,17,10,0,0,1
2023-11-09,1900-01-01 19:23:13,9,105,28602,443,0,2,4,762,7504,18,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:14,9,105,28607,443,0,2,4,562,7503,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:14,7,77,52818,443,0,2,4,682,7503,16,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:14,7,77,52819,443,0,2,4,562,7504,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:15,7,77,52821,443,0,2,4,762,7504,18,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:18,4,350,62748,3478,1,0,496,8268,3364,76,51,10,1,0,0,1
2023-11-09,1900-01-01 19:23:19,6,85,59856,443,0,1,6,585,7546,12,12,13,3,0,0,0
2023-11-09,1900-01-01 19:23:19,6,85,59857,443,0,1,6,585,7547,12,12,13,3,0,0,0
2023-11-09,1900-01-01 19:23:20,6,205,59844,80,0,2,61,212,1178,5,4,16,10,0,0,1
2023-11-09,1900-01-01 19:23:20,6,85,59858,443,0,1,6,625,7859,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:20,6,205,59845,80,0,2,61,212,761,5,4,16,10,0,0,1
2023-11-09,1900-01-01 19:23:24,9,168,28621,443,0,2,2,505,5032,10,12,31,4,0,0,0
2023-11-09,1900-01-01 19:23:25,7,77,52823,443,0,1,6,577,7610,12,14,13,3,0,0,0
2023-11-09,1900-01-01 19:23:25,7,77,52822,443,0,1,6,577,7609,12,14,13,3,0,0,0
2023-11-09,1900-01-01 19:23:25,7,77,52824,443,0,1,6,577,7610,12,14,13,3,0,0,0
2023-11-09,1900-01-01 19:23:26,7,77,52827,443,0,1,6,617,7841,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:26,6,85,59860,443,0,1,6,585,7545,12,12,13,3,0,0,0
2023-11-09,1900-01-01 19:23:26,7,77,52829,443,0,1,6,617,7610,13,14,13,3,0,0,0
2023-11-09,1900-01-01 19:23:26,7,77,52825,443,0,1,6,617,7842,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:26,7,77,52826,443,0,1,6,617,7843,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:26,7,77,52828,443,0,1,6,577,7609,12,14,13,3,0,0,0
2023-11-09,1900-01-01 19:23:28,9,168,28622,443,0,1,6,425,4912,8,9,31,4,0,0,0
2023-11-09,1900-01-01 19:23:31,7,77,52830,443,0,1,6,577,7610,12,14,13,3,0,0,0
2023-11-09,1900-01-01 19:23:32,6,85,59861,443,0,1,6,585,7858,12,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:33,7,105,52833,443,0,2,6,2860,4466,15,19,43,9,0,0,1
2023-11-09,1900-01-01 19:23:34,6,85,59862,443,0,1,6,625,7545,13,12,13,3,0,0,0
2023-11-09,1900-01-01 19:23:36,9,168,28639,443,0,2,2,2124,1605,13,10,18,10,0,0,1
2023-11-09,1900-01-01 19:23:37,6,85,59863,443,0,1,6,585,7859,12,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:38,6,85,59864,443,0,1,6,585,7858,12,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:39,9,168,28636,443,0,1,6,465,4912,9,9,31,4,0,0,0
2023-11-09,1900-01-01 19:23:39,9,168,28638,443,0,1,6,465,4912,9,9,31,4,0,0,0
2023-11-09,1900-01-01 19:23:39,6,85,59865,443,0,1,6,585,7546,12,12,13,3,0,0,0
2023-11-09,1900-01-01 19:23:42,6,85,59866,443,0,1,6,585,7857,12,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:43,6,85,59867,443,0,1,6,625,7546,13,12,13,3,0,0,0
2023-11-09,1900-01-01 19:23:44,9,62,28325,443,0,2,242,1532,2603,19,20,15,3,0,0,1
2023-11-09,1900-01-01 19:23:45,7,77,52835,443,0,1,6,617,7610,13,14,13,3,0,0,0
2023-11-09,1900-01-01 19:23:45,9,108,28574,5228,0,3,51,751,4673,11,10,14,3,0,0,1
2023-11-09,1900-01-01 19:23:45,7,77,52834,443,0,1,6,617,7841,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:46,7,77,52836,443,0,1,6,617,7843,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:46,6,85,59869,443,0,1,6,585,7545,12,12,13,3,0,0,0
2023-11-09,1900-01-01 19:23:48,7,77,52837,443,0,1,6,617,7841,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:49,6,85,59870,443,0,1,6,625,7858,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:49,6,85,59871,443,0,1,6,665,7857,14,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:51,6,185,59872,80,0,1,7,212,9740,5,10,16,10,0,0,0
2023-11-09,1900-01-01 19:23:51,6,85,59873,443,0,1,6,585,7859,12,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:53,7,77,52838,443,0,1,6,577,7610,12,14,13,3,0,0,0
2023-11-09,1900-01-01 19:23:56,7,77,52839,443,0,1,6,617,7842,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:23:56,6,85,59875,443,0,1,6,585,7547,12,12,13,3,0,0,0
2023-11-09,1900-01-01 19:23:57,4,188,51572,27704,1,0,181,468194,35909,1185,449,34,4,0,0,1
2023-11-09,1900-01-01 19:23:57,4,350,51572,3478,1,0,182,3860,3388,25,25,10,1,0,0,1
2023-11-09,1900-01-01 19:23:58,10,37,55673,443,0,1,7,5933,2474,17,12,25,1,0,0,1
2023-11-09,1900-01-01 19:24:02,8,223,56249,443,0,1,7,450,4759,10,8,25,1,0,0,1
2023-11-09,1900-01-01 19:24:06,7,77,52842,443,0,2,4,562,7503,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:09,9,77,28681,443,0,2,3,522,7222,12,11,13,3,0,0,0
2023-11-09,1900-01-01 19:24:09,7,77,52843,443,0,2,3,522,7223,12,11,13,3,0,0,0
2023-11-09,1900-01-01 19:24:11,7,77,52846,443,0,2,2,402,7183,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:24:11,9,77,28684,443,0,2,2,322,7182,7,10,13,3,0,0,0
2023-11-09,1900-01-01 19:24:11,7,77,52844,443,0,2,2,562,7223,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:24:11,7,77,52852,443,0,2,2,402,7182,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:24:12,7,77,52853,443,0,2,3,562,7222,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:24:12,7,77,52845,443,0,2,4,1002,7502,24,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:12,9,77,28682,443,0,2,4,762,7503,18,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:13,7,77,52851,443,0,2,4,1362,7502,33,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:13,7,77,52848,443,0,2,4,762,7504,18,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:13,7,77,52854,443,0,2,3,562,7223,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:24:13,7,77,52847,443,0,2,4,722,7504,17,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:13,7,77,52850,443,0,2,4,722,7504,17,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:13,7,77,52849,443,0,2,4,722,7504,17,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:16,6,85,59876,443,0,1,6,625,7857,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:18,9,216,28549,443,0,2,105,2495,2314,10,8,25,1,0,0,1
2023-11-09,1900-01-01 19:24:26,10,290,55674,443,0,3,21,1377,860,9,14,18,10,0,0,1
2023-11-09,1900-01-01 19:24:26,10,290,55675,443,0,3,21,1377,860,9,14,18,10,0,0,1
2023-11-09,1900-01-01 19:24:26,7,77,52855,443,0,1,6,617,7841,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:27,7,77,52856,443,0,1,6,617,7841,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:28,9,95,28386,443,0,2,242,1686,3246,21,20,3,6,0,0,1
2023-11-09,1900-01-01 19:24:28,7,77,52857,443,0,1,6,617,7842,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:30,7,77,52858,443,0,1,6,577,7842,12,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:31,9,349,28647,5228,0,3,51,684,990,9,8,14,3,0,0,1
2023-11-09,1900-01-01 19:24:40,6,335,59853,443,0,3,132,1443,2479,11,10,27,8,0,0,1
2023-11-09,1900-01-01 19:24:41,10,22,55672,80,0,2,62,332,4871,8,7,25,1,0,0,1
2023-11-09,1900-01-01 19:24:42,9,115,28719,80,0,3,5,332,132,4,3,39,1,0,0,1
2023-11-09,1900-01-01 19:24:42,9,115,28722,80,0,3,5,420,132,4,3,39,1,0,0,1
2023-11-09,1900-01-01 19:24:42,9,115,28720,80,0,3,5,396,132,4,3,39,1,0,0,1
2023-11-09,1900-01-01 19:24:42,7,77,52859,443,0,2,2,482,7222,11,11,13,3,0,0,0
2023-11-09,1900-01-01 19:24:43,9,60,28619,443,0,2,83,487,1230,10,6,15,3,0,0,1
2023-11-09,1900-01-01 19:24:45,7,77,52860,443,0,2,3,562,7222,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:24:46,6,40,59879,443,0,1,11,1634,2869,13,8,25,1,0,0,1
2023-11-09,1900-01-01 19:24:46,9,77,28731,443,0,2,4,762,7503,18,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:46,9,330,28726,443,0,1,7,3075,2544,13,12,25,1,0,0,1
2023-11-09,1900-01-01 19:24:48,9,92,28733,443,0,1,5,172,7267,4,8,11,1,0,0,1
2023-11-09,1900-01-01 19:24:48,9,92,28734,443,0,1,5,172,7268,4,8,11,1,0,0,1
2023-11-09,1900-01-01 19:24:49,9,77,28651,443,0,2,64,407,1693,8,8,43,9,0,0,1
2023-11-09,1900-01-01 19:24:50,9,77,28739,443,0,2,2,522,7222,12,11,13,3,0,0,0
2023-11-09,1900-01-01 19:24:51,7,77,52861,443,0,2,4,562,7503,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:53,7,77,52866,443,0,2,2,482,7223,11,11,13,3,0,0,0
2023-11-09,1900-01-01 19:24:53,7,80,52864,443,0,2,4,1097,1827,13,14,15,3,0,0,1
2023-11-09,1900-01-01 19:24:53,7,80,52865,443,0,2,4,431,1668,8,7,15,3,0,0,1
2023-11-09,1900-01-01 19:24:55,9,115,28717,443,0,2,17,3047,135471,54,97,39,1,0,0,1
2023-11-09,1900-01-01 19:24:55,9,115,28718,443,0,2,17,3031,135451,54,97,39,1,0,0,1
2023-11-09,1900-01-01 19:24:55,9,115,28721,443,0,2,17,1575,45331,24,37,39,1,0,0,1
2023-11-09,1900-01-01 19:24:55,6,94,59880,443,0,1,6,585,7547,12,12,13,3,0,0,0
2023-11-09,1900-01-01 19:24:57,9,77,28747,443,0,2,4,1002,7502,24,18,13,3,0,0,0
2023-11-09,1900-01-01 19:24:58,7,77,52867,443,0,2,4,562,7504,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:00,7,113,52874,80,0,2,1,396,132,5,3,39,1,0,0,1
2023-11-09,1900-01-01 19:25:00,7,77,52872,443,0,2,4,562,7504,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:01,7,180,52871,443,0,1,6,446,1178,9,5,15,3,0,0,1
2023-11-09,1900-01-01 19:25:03,7,180,52870,443,0,2,9,10211,9610,25,23,15,3,0,0,1
2023-11-09,1900-01-01 19:25:04,7,77,52875,443,0,2,2,402,7182,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:25:05,7,77,52876,443,0,2,3,562,7223,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:25:05,10,328,55671,443,0,2,107,1570,2581,14,11,27,8,0,0,1
2023-11-09,1900-01-01 19:25:05,7,92,52722,443,0,2,243,1868,3936,23,25,15,3,0,0,1
2023-11-09,1900-01-01 19:25:05,7,77,52877,443,0,2,2,402,7183,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:25:08,9,313,46718,6969,1,0,74,44,0,1,0,2,5,0,0,0
2023-11-09,1900-01-01 19:25:09,9,77,28761,443,0,2,2,402,7184,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:25:11,7,77,52880,443,0,2,2,402,7183,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:25:11,9,77,28762,443,0,2,4,442,7504,10,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:11,9,77,28765,443,0,2,2,562,7222,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:25:11,9,77,28759,443,0,2,4,562,7503,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:11,9,77,28767,443,0,2,2,362,7183,8,10,13,3,0,0,0
2023-11-09,1900-01-01 19:25:11,7,77,52884,443,0,2,2,402,7222,9,11,13,3,0,0,0
2023-11-09,1900-01-01 19:25:12,9,77,28771,443,0,2,2,402,7183,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:25:12,7,77,52883,443,0,2,3,562,7222,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:25:12,9,77,28768,443,0,2,3,442,7223,10,11,13,3,0,0,0
2023-11-09,1900-01-01 19:25:12,7,77,52890,443,0,2,3,562,7223,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:25:12,7,77,52893,443,0,2,2,402,7183,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:25:12,7,77,52878,443,0,2,4,562,7503,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:12,7,77,52889,443,0,2,2,482,7222,11,11,13,3,0,0,0
2023-11-09,1900-01-01 19:25:12,7,77,52891,443,0,2,2,402,7184,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:25:12,9,77,28769,443,0,2,2,402,7183,9,10,13,3,0,0,0
2023-11-09,1900-01-01 19:25:13,7,77,52896,443,0,2,2,442,7184,10,10,13,3,0,0,0
2023-11-09,1900-01-01 19:25:13,7,77,52894,443,0,2,2,602,7223,14,11,13,3,0,0,0
2023-11-09,1900-01-01 19:25:13,9,77,28773,443,0,2,3,562,7223,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:25:13,7,77,52898,443,0,2,3,562,7223,13,11,13,3,0,0,0
2023-11-09,1900-01-01 19:25:13,7,77,52897,443,0,2,2,442,7183,10,10,13,3,0,0,0
2023-11-09,1900-01-01 19:25:13,7,77,52879,443,0,2,4,562,7504,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:13,9,77,28774,443,0,2,3,642,7223,15,11,13,3,0,0,0
2023-11-09,1900-01-01 19:25:14,7,77,52888,443,0,2,4,1002,7502,24,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:14,7,77,52886,443,0,2,4,722,7503,17,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:14,7,77,52892,443,0,2,4,722,7504,17,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:14,9,77,28770,443,0,2,4,682,7504,16,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:14,7,77,52887,443,0,2,4,682,7503,16,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:14,9,77,28772,443,0,2,4,562,7503,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:15,9,77,28775,443,0,2,4,1002,7502,24,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:15,7,77,52895,443,0,2,4,922,7504,22,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:15,9,192,46718,6969,1,0,45,44,0,1,0,2,5,0,0,0
2023-11-09,1900-01-01 19:25:15,7,77,52885,443,0,1,6,577,7571,12,13,13,3,0,0,0
2023-11-09,1900-01-01 19:25:16,7,113,52873,443,0,2,17,1287,14219,14,18,39,1,0,0,1
2023-11-09,1900-01-01 19:25:17,9,349,28703,5228,0,3,51,647,990,9,8,14,3,0,0,1
2023-11-09,1900-01-01 19:25:19,7,77,52899,443,0,1,6,577,7842,12,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:23,7,77,52900,443,0,1,6,657,7841,14,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:24,7,77,52901,443,0,1,6,577,7610,12,14,13,3,0,0,0
2023-11-09,1900-01-01 19:25:25,7,77,52902,443,0,1,6,617,7842,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:29,7,352,52904,80,0,2,1,172,323,4,4,1,3,0,0,1
2023-11-09,1900-01-01 19:25:32,9,22,28709,80,0,2,62,292,4871,7,7,25,1,0,0,1
2023-11-09,1900-01-01 19:25:32,9,1,46718,6969,1,0,45,44,0,1,0,2,5,0,0,0
2023-11-09,1900-01-01 19:25:33,9,77,28791,443,0,2,4,562,7504,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:33,9,77,28793,443,0,2,4,682,7504,16,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:33,7,77,52903,443,0,1,6,577,7611,12,14,13,3,0,0,0
2023-11-09,1900-01-01 19:25:33,9,77,28794,443,0,2,4,522,7504,12,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:35,10,238,55676,443,0,1,6,1041,2318,13,9,27,8,0,0,1
2023-11-09,1900-01-01 19:25:36,6,94,59885,443,0,1,6,625,7547,13,12,13,3,0,0,0
2023-11-09,1900-01-01 19:25:36,6,335,59877,443,0,2,76,1574,2519,14,11,27,8,0,0,1
2023-11-09,1900-01-01 19:25:37,10,209,55677,443,0,1,7,1824,2549,13,10,27,8,0,0,1
2023-11-09,1900-01-01 19:25:39,10,209,55678,443,0,1,7,1035,2427,13,10,27,8,0,0,1
2023-11-09,1900-01-01 19:25:39,7,77,52905,443,0,1,6,617,7843,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:42,7,77,52906,443,0,1,6,577,7842,12,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:43,7,77,52907,443,0,1,6,617,7841,13,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:43,7,77,52908,443,0,1,6,657,7842,14,18,13,3,0,0,0
2023-11-09,1900-01-01 19:25:45,9,192,46718,6969,1,0,30,44,0,1,0,2,5,0,0,0
2023-11-09,1900-01-01 19:25:45,7,77,52910,443,0,1,6,617,7841,13,18,13,3,0,0,0
